RPM,SPEED,THROTTLE_POS,MAF,COOLANT_TEMP,INTAKE_TEMP,O2_B1S1,ENGINE_LOAD,INTAKE_PRESSURE,O2_B1S2,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,segment_id
2095,61,48.24,19.46,98,21,0,36.86,99,0,-5.469,9.375,7
2608,74,42.35,21.22,97,21,0.135,31.76,90,0.145,3.125,-0.7812,7
2202,78,37.25,13.06,97,21,0.135,23.92,79,0.145,0.7812,3.906,7
2220,78,33.73,8.72,97,21,0.135,15.69,64,0.145,-3.125,15.62,7
2191,77,33.33,8.37,97,21,0.34,15.29,62,0.695,0.7812,15.62,7
2167,76,33.33,8.31,97,21,0.34,15.69,64,0.695,-4.688,15.62,7
2165,76,33.33,8.24,97,21,0.34,15.69,63,0.695,0.7812,15.62,7
2178,77,34.51,9.28,96,21,0.7,17.65,69,0.71,-4.688,14.84,7
2223,78,35.69,11.44,96,21,0.7,20.39,72,0.71,-3.125,11.72,7
2262,80,32.94,7.94,96,21,0.7,14.12,59,0.71,1.562,14.06,7
2182,77,33.33,8.63,96,21,0.05,16.08,58,0.705,9.375,14.84,7
2194,77,35.29,10.43,96,21,0.05,19.61,72,0.705,3.906,12.5,7
2206,78,31.76,7.04,96,21,0.05,12.94,52,0.705,3.125,14.84,7
2214,78,35.69,10.79,96,21,0.72,19.61,74,0.705,-3.906,12.5,7
2190,78,23.92,2.68,96,21,0.72,4.706,27,0.705,0,17.19,7
1952,69,23.92,2.84,96,22,0.72,5.882,26,0.705,0,17.19,7
2171,62,56.47,21.06,96,21,0.015,39.22,100,0.02,-10.16,7.812,7
2562,73,40.78,18.93,96,21,0.015,29.02,87,0.02,6.25,0,7
2128,75,39.61,14.7,96,21,0.015,28.24,88,0.02,0,3.906,7
2238,79,36.47,12.18,96,21,0.75,21.96,74,0.645,-4.688,11.72,7
2282,80,34.12,8.82,96,21,0.75,15.69,65,0.645,3.906,14.06,7
2222,78,34.12,8.76,96,21,0.75,16.08,64,0.645,0.7812,14.84,7
2192,77,33.73,8.67,96,21,0.105,16.08,64,0.66,3.125,14.84,7
2113,75,24.31,2.99,96,21,0.105,5.882,29,0.66,0,14.84,7
2093,74,31.76,7.14,96,21,0.105,13.73,56,0.66,3.906,14.84,7
2172,76,36.08,11.52,97,21,0.09,21.18,76,0.7,-3.906,10.94,7
2154,76,24.71,3.07,97,21,0.09,5.49,25,0.7,29.69,17.19,7
2163,76,36.47,12.31,97,21,0.09,23.14,78,0.7,-4.688,10.94,7
2215,78,36.86,12.58,97,21,0.735,23.14,79,0.715,-1.562,5.469,7
2152,76,36.08,11.6,97,21,0.735,21.96,75,0.715,-3.906,10.94,7
2081,73,35.69,9.99,97,21,0.735,19.61,77,0.715,3.125,10.94,7
2071,73,30.59,6.07,98,21,0.135,12.16,53,0.61,-5.469,14.84,7
1945,68,30.59,6.2,98,21,0.135,13.33,53,0.61,0,14.84,7
1855,65,23.53,2.59,98,22,0.135,5.49,27,0.61,0,17.19,7
1177,41,23.92,2.78,98,22,0.86,9.412,42,0.09,-8.594,19.53,7
906.8,12,21.96,2.19,98,22,0.86,8.627,49,0.09,9.375,18.75,7
1488,0,31.76,6.62,98,22,0.86,19.22,65,0.09,8.594,15.62,7
1656,22,54.51,15.21,98,21,0.77,40,99,0.045,-13.28,7.812,7
2035,40,57.65,20.73,98,21,0.77,42.75,99,0.045,-8.594,6.25,7
2119,59,44.31,19.26,98,21,0.77,37.65,97,0.045,-3.125,7.812,7
2686,76,43.53,21.99,98,21,0.48,31.76,92,0.68,1.562,2.344,7
2364,83,44.31,21.43,98,21,0.48,36.47,93,0.68,0.7812,-0.7812,7
2507,89,23.53,2.6,98,21,0.48,3.922,28,0.68,0,15.62,7
2396,84,29.8,5.78,98,21,0.08,9.412,43,0.155,2.344,17.19,7
2334,82,28.24,4.62,98,21,0.08,7.843,34,0.155,2.344,16.41,7
2304,81,32.94,7.82,98,21,0.08,13.73,59,0.155,-2.344,14.84,7
2193,77,27.45,4.3,98,22,0.06,7.843,40,0.6,10.16,17.97,7
2039,72,23.92,2.86,98,22,0.06,5.49,26,0.6,0,17.19,7
1847,65,22.75,2.31,98,22,0.06,5.098,26,0.6,-2.344,21.09,7
1739,61,22.75,2.37,96,22,0,5.49,27,0,0,17.19,7
1146,51,23.92,2.8,96,22,0,9.804,42,0,-8.594,19.53,7
1785,26,26.67,4,96,22,0,9.02,36,0,1.562,20.31,7
2025,27,23.53,2.63,96,22,0.04,5.098,26,0.125,12.5,21.09,7
2548,37,21.96,2.3,96,21,0.04,3.529,35,0.125,0,11.72,7
2440,49,38.82,15.84,96,21,0.04,25.49,80,0.125,5.469,2.344,7
1891,53,28.63,4.82,96,21,0.785,10.59,56,0.75,-7.812,14.06,7
1778,50,24.71,3.2,96,22,0.785,7.451,35,0.75,-5.469,21.88,7
1858,53,27.84,4.61,96,22,0.785,9.804,51,0.75,5.469,18.75,7
1856,52,23.92,2.75,96,22,0.725,5.882,27,0.6,-2.344,21.88,7
1722,49,23.92,2.75,96,22,0.725,6.667,30,0.6,9.375,21.09,7
1061,29,22.75,2.38,96,22,0.725,8.627,47,0.6,7.031,17.97,7
1345,18,30.2,5.26,97,22,0.76,16.08,74,0.1,3.906,22.66,7
1692,23,26.27,3.8,97,22,0.76,9.02,42,0.1,3.125,25,7
1745,24,23.14,2.42,97,22,0.76,5.49,28,0.1,4.688,20.31,7
1642,22,23.92,2.84,97,22,0.88,7.059,30,0.105,2.344,28.12,7
1728,23,22.35,2.22,97,22,0.88,5.098,35,0.105,3.125,28.91,7
1470,20,24.71,3.22,97,22,0.88,9.02,33,0.105,16.41,25.78,7
961.2,10,21.96,2.2,97,22,0.075,8.627,48,0.765,2.344,27.34,7
704.2,0,18.82,1.22,97,22,0.075,5.49,50,0.765,8.594,30.47,7
700,0,18.82,1.21,97,22,0.075,5.49,50,0.765,14.06,29.69,7
706.5,0,18.82,1.25,97,22,0.025,5.49,51,0.025,20.31,29.69,7
794.8,3,21.96,1.97,97,22,0.025,8.235,60,0.025,33.59,32.03,7
961.8,6,21.57,2.08,97,22,0.025,8.235,48,0.025,18.75,32.81,7
759,0,21.57,2.14,99,22,0.39,9.412,48,0.15,25,30.47,7
1624,11,29.02,4.72,99,22,0.39,11.76,46,0.15,21.09,29.69,7
1553,21,31.37,6.18,99,22,0.39,16.08,68,0.15,0.7812,26.56,7
2148,29,30.59,6.34,99,22,0.625,12.16,48,0.815,-5.469,29.69,7
2411,33,29.8,5.62,99,22,0.625,9.02,43,0.815,-4.688,27.34,7
2107,28,24.31,3.11,99,23,0.625,5.882,26,0.815,0,17.19,7
1351,18,20.39,1.85,98,23,0.89,5.49,30,0.8,-12.5,32.03,7
1104,16,22.75,2.42,98,23,0.89,8.627,43,0.8,-1.562,30.47,7
1098,6,21.57,2.04,98,23,0.89,7.059,43,0.8,13.28,32.03,7
841,4,19.61,1.55,98,23,0.075,6.275,45,0.685,13.28,32.81,7
658.8,0,19.61,1.42,98,23,0.075,6.667,57,0.685,15.62,29.69,7
754.5,0,15.69,0.94,98,23,0.075,3.922,39,0.685,19.53,32.03,7
693.2,2,21.18,1.66,99,23,0.045,7.451,62,0.05,32.81,30.47,7
681.8,0,15.69,0.94,99,23,0.045,4.314,40,0.05,29.69,29.69,7
1178,16,27.45,4.17,24,19,0.095,14.12,54,1.275,13.28,7.031,7
1708,23,29.02,5.25,24,19,0.095,12.94,52,1.275,8.594,7.031,7
1622,22,25.49,3.5,24,19,0.095,9.02,39,1.275,11.72,7.031,7
1633,22,27.06,4.04,24,19,0.09,10.2,43,1.275,15.62,7.031,7
1417,19,21.96,2.22,24,19,0.09,6.275,29,1.275,17.19,7.031,7
1486,20,29.8,5.59,24,19,0.09,15.69,57,1.275,-0.7812,7.031,7
1078,14,23.92,2.87,31,19,0.69,10.2,45,1.275,0.7812,17.19,7
1212,16,20.39,1.8,31,19,0.69,5.882,34,1.275,1.562,7.031,7
1064,14,42.75,10.78,31,19,0.69,38.82,98,1.275,4.688,7.031,7
1919,26,30.98,6.36,31,19,0.725,13.33,54,1.275,-3.125,10.16,7
2114,29,30.59,6.26,31,19,0.725,11.76,48,1.275,7.812,7.031,7
2244,30,28.63,4.85,31,19,0.725,8.235,42,1.275,12.5,7.031,7
1845,25,23.53,2.63,39,19,0,5.882,26,1.24,0,17.19,7
842.8,0,21.57,2.1,39,19,0,8.627,48,1.24,-7.031,19.53,7
2540,18,40,18.11,39,19,0,27.06,83,1.24,2.344,4.688,7
1687,38,26.67,3.91,39,19,0,10.2,32,1.255,0.7812,15.62,7
2418,49,34.51,10.05,39,18,0,16.08,62,1.255,-6.25,6.25,7
1896,53,34.9,9.05,39,18,0,19.22,76,1.255,-2.344,7.812,7
1864,53,32.16,7.36,46,18,0.64,15.69,58,1.275,1.562,7.031,7
1950,55,28.63,4.96,46,18,0.64,10.2,44,1.275,0,7.031,7
1854,52,27.45,4.38,46,18,0.64,9.804,40,1.275,16.41,7.031,7
1868,53,21.96,2.13,46,18,0.735,4.706,36,1.275,1.562,14.84,7
1531,43,21.96,2.24,46,19,0.735,5.882,28,1.275,0,17.19,7
990.5,19,22.75,2.38,46,19,0.735,9.02,45,1.275,2.344,17.19,7
1548,20,25.88,3.6,54,18,0.645,9.804,38,1.275,0.7812,7.031,7
1994,27,34.51,9.61,54,18,0.645,19.61,67,1.275,-3.906,10.16,7
1898,38,40.78,14.63,54,18,0.645,31.37,91,1.275,-15.62,4.688,7
1727,49,36.47,13.07,54,18,0.81,34.12,81,1.255,-1.562,10.16,7
1939,55,33.73,8.08,54,18,0.81,17.25,72,1.255,3.906,8.594,7
1900,54,28.24,4.65,54,18,0.81,9.804,41,1.255,13.28,7.031,7
1688,48,22.35,2.31,61,18,0,5.49,27,1.275,0,17.19,7
1438,41,24.71,3.15,61,18,0,9.02,33,1.275,7.031,17.19,7
1742,22,32.94,7.87,61,18,0,19.61,57,1.275,2.344,7.812,7
1852,36,37.65,16.73,61,18,0.825,38.04,74,1.275,-0.7812,10.16,7
1873,38,25.88,3.75,61,18,0.825,8.235,29,1.275,3.906,7.031,7
1801,36,28.63,4.8,61,18,0.825,10.98,45,1.275,15.62,9.375,7
1842,37,30.59,5.99,66,18,0.145,13.33,53,1.25,18.75,13.28,7
1773,36,22.75,2.45,66,18,0.145,5.49,25,1.25,0.7812,16.41,7
1178,23,23.92,2.81,66,18,0.145,9.804,42,1.25,0.7812,17.19,7
1089,14,22.75,2.43,66,18,0.04,8.627,45,1.1,15.62,20.31,7
1708,23,25.1,3.4,66,18,0.04,8.235,39,1.1,2.344,16.41,7
1708,23,25.88,3.56,66,18,0.04,8.627,40,1.1,10.94,20.31,7
1752,23,22.35,2.3,71,18,0.77,5.49,29,1.145,12.5,21.88,7
1500,20,22.75,2.48,71,18,0.77,6.667,29,1.145,17.19,24.22,7
1549,21,21.96,2.16,71,18,0.77,5.49,27,1.145,6.25,25,7
1498,20,24.31,2.96,71,18,0.725,8.235,38,1.275,0,25.78,7
1341,18,23.14,2.66,71,18,0.725,7.843,34,1.275,9.375,26.56,7
1419,19,35.29,9.68,71,18,0.725,29.41,81,1.275,-3.906,25.78,7
2153,29,30.2,5.94,75,18,0.78,10.98,44,1.275,-3.906,29.69,7
2191,30,27.84,4.47,75,18,0.78,8.235,39,1.275,-0.7812,27.34,7
2284,31,30.98,6.85,75,18,0.78,11.76,47,1.275,-1.562,27.34,7
1748,35,34.12,8.54,75,18,0.86,19.61,72,0.855,-9.375,12.5,7
1632,33,25.88,3.68,75,18,0.86,9.412,31,0.855,0.7812,27.34,7
928.8,16,22.35,2.34,75,18,0.86,9.02,49,0.855,-3.125,26.56,7
882,6,21.57,1.99,80,18,0.04,8.235,50,0.04,11.72,26.56,7
719.5,0,21.57,2.08,80,18,0.04,9.02,59,0.04,14.84,22.66,7
690,0,19.22,1.32,80,18,0.04,5.882,52,0.04,17.97,28.12,7
659,0,19.61,1.37,80,18,0.025,6.275,54,0.025,21.09,29.69,7
702.2,0,19.22,1.33,80,18,0.025,5.882,52,0.025,23.44,29.69,7
660.8,0,19.22,1.32,80,18,0.025,5.882,53,0.025,26.56,29.69,7
669.5,0,18.82,1.28,83,19,0.03,5.882,51,0.03,29.69,29.69,7
680,0,18.82,1.27,83,19,0.03,5.882,51,0.03,32.03,30.47,7
2036,14,29.8,5.46,83,18,0.03,10.98,46,0.03,23.44,27.34,7
2151,29,38.43,14,83,18,0.09,26.67,83,0.755,-1.562,5.469,7
2254,45,58.43,24.47,83,18,0.09,43.53,98,0.755,0,-3.125,7
2054,58,40.39,15,83,18,0.09,29.41,90,0.755,-9.375,4.688,7
2141,61,27.06,4.09,86,18,0.88,7.451,36,0.815,-7.812,26.56,7
1966,55,31.37,6.91,86,18,0.88,14.51,58,0.815,0.7812,10.16,7
1820,52,23.14,2.55,86,18,0.88,5.49,28,0.815,0,28.91,7
1318,34,23.53,2.7,86,18,0.895,8.235,36,0.07,-2.344,28.91,7
1982,27,43.14,17.23,86,18,0.895,35.29,97,0.07,1.562,7.031,7
2186,44,39.22,15.2,86,18,0.895,28.24,85,0.07,-1.562,3.906,7
1863,56,25.88,3.5,91,18,0,9.02,29,0,0,27.34,7
1970,56,28.24,4.58,91,18,0,9.412,41,0,-9.375,25.78,7
1904,54,27.06,4.04,91,18,0,8.627,40,0,6.25,25,7
1625,46,22.35,2.27,91,18,0,5.49,28,0,0,28.91,7
1164,19,23.53,2.7,91,18,0,9.412,44,0,0,26.56,7
800.8,3,19.61,1.5,91,18,0,6.275,50,0,14.06,28.91,7
1415,9,31.37,5.78,95,18,0.06,17.25,74,0.07,15.62,25.78,7
2130,28,40.78,15.76,95,18,0.06,29.8,90,0.07,-7.031,5.469,7
2243,45,58.43,24.82,95,18,0.06,42.75,98,0.07,3.125,-3.125,7
2003,57,38.82,12.46,95,17,0.115,25.49,87,0.775,0.7812,4.688,7
1977,56,23.53,2.59,95,18,0.115,5.098,25,0.775,3.906,25.78,7
1738,49,22.75,2.37,95,18,0.115,5.49,27,0.775,0,28.91,7
1004,18,22.35,2.25,98,18,0.85,8.235,46,0.13,-12.5,28.91,7
860.2,7,21.96,2.05,98,18,0.85,8.627,50,0.13,6.25,26.56,7
676.8,0,18.43,1.15,98,18,0.85,5.098,51,0.13,10.94,32.81,7
922.5,0,32.55,4.27,98,18,0.065,15.69,90,0.045,14.84,27.34,7
1600,20,40.39,16.43,98,18,0.065,40.78,95,0.045,-2.344,16.41,7
1943,37,45.49,22.44,98,18,0.065,48.24,99,0.045,-3.125,16.41,7
2086,42,23.53,2.75,98,18,0,5.098,25,0,29.69,28.91,7
1670,47,33.73,8.31,98,18,0,20.39,72,0,-7.812,13.28,7
1832,52,34.12,8.63,98,18,0,19.22,74,0,5.469,10.94,7
1878,53,23.14,2.46,98,18,0.875,5.49,26,0.755,-3.906,27.34,7
1722,49,34.9,8.91,98,18,0.875,21.57,79,0.755,0.7812,11.72,7
1788,50,38.82,11.16,98,18,0.875,25.88,92,0.755,1.562,5.469,7
1877,53,24.71,3.18,99,18,0.88,7.059,33,0.745,1.562,27.34,7
1886,53,21.57,2.05,99,18,0.88,4.314,26,0.745,0,28.12,7
1849,52,23.53,2.63,99,18,0.88,5.882,27,0.745,0,28.91,7
908,32,25.1,3.12,99,18,0.72,12.16,50,0.255,-13.28,25,7
1620,23,28.63,4.94,99,18,0.72,12.16,40,0.255,29.69,28.12,7
2547,35,36.86,13.45,99,17,0.72,20.39,73,0.255,6.25,6.25,7
2258,45,38.82,15.06,98,17,0.075,27.06,85,0.74,2.344,3.906,7
1921,54,41.57,14.04,98,17,0.075,30.59,94,0.74,-13.28,4.688,7
2223,63,28.63,4.9,98,17,0.075,8.627,39,0.74,-0.7812,15.62,7
2165,61,32.55,7.76,98,18,0.715,14.12,54,0.77,-4.688,27.34,7
1957,55,23.53,2.7,98,18,0.715,5.49,27,0.77,0,28.91,7
1736,49,23.14,2.51,98,18,0.715,5.882,28,0.77,0,28.91,7
958,20,22.35,2.3,98,18,0.635,9.02,48,0.13,-14.06,21.88,7
1264,17,27.06,3.97,98,18,0.635,12.94,47,0.13,-7.812,26.56,7
2712,37,33.33,7.69,98,17,0.635,10.59,66,0.13,0,9.375,7
2424,49,39.61,16.73,98,17,0.435,27.06,85,0.735,0,3.125,7
2012,57,40.78,14.6,98,17,0.435,29.41,94,0.735,-4.688,4.688,7
2356,66,39.22,15.58,98,17,0.435,26.67,84,0.735,0,5.469,7
2056,70,43.14,26.47,99,17,0.875,52.55,97,0.09,-3.125,15.62,7
2150,76,36.47,11.96,99,17,0.875,22.35,77,0.09,4.688,6.25,7
2160,76,32.94,8,99,17,0.875,14.9,62,0.09,6.25,11.72,7
2164,76,34.9,9.69,99,17,0.74,18.04,70,0.71,2.344,8.594,7
2190,77,34.51,9.33,99,17,0.74,17.25,70,0.71,0.7812,11.72,7
2194,77,34.12,8.91,99,17,0.74,16.08,66,0.71,4.688,13.28,7
2202,78,34.12,8.77,98,17,0.7,16.08,67,0.715,-1.562,14.06,7
2277,80,36.08,11.65,98,17,0.7,20.39,74,0.715,-4.688,12.5,7
2334,82,35.69,11.25,98,17,0.7,19.22,72,0.715,0.7812,12.5,7
2379,84,34.12,9.23,98,17,0.17,15.29,64,0.675,-1.562,12.5,7
1331,45,23.53,2.76,98,17,0.17,8.235,35,0.675,-2.344,21.09,7
974.5,15,21.96,2.14,98,18,0.17,8.235,48,0.675,3.906,19.53,7
679,1,18.82,1.22,98,18,0.06,5.49,46,0.14,13.28,32.03,7
748.5,0,17.65,1.1,98,18,0.06,4.706,49,0.14,11.72,29.69,7
711.2,0,18.82,1.21,98,18,0.06,5.49,52,0.14,17.97,29.69,7
717,0,18.82,1.25,98,18,0.03,5.49,50,0.025,24.22,29.69,7
711,0,18.43,1.19,98,18,0.03,5.098,49,0.025,30.47,29.69,7
1210,5,25.88,3.59,98,18,0.03,12.55,59,0.025,29.69,25,7
2097,28,44.71,17.7,99,18,0.1,33.73,96,0.82,-3.125,5.469,7
2408,48,44.71,21.76,99,17,0.1,35.69,93,0.82,2.344,-3.906,7
2151,61,41.18,16.83,99,17,0.1,31.37,90,0.82,-1.562,6.25,7
2559,72,40.39,18.1,99,17,0.695,27.84,87,0.695,-1.562,4.688,7
2179,77,42.35,18.06,99,17,0.695,33.73,92,0.695,-1.562,5.469,7
2244,79,32.16,7.47,99,17,0.695,13.33,57,0.695,-1.562,14.06,7
2220,78,36.08,11.54,97,17,0.27,21.18,73,0.71,0,13.28,7
2413,85,45.1,21.96,97,17,0.27,36.08,94,0.71,-5.469,3.906,7
2636,93,41.18,18.91,97,17,0.27,27.84,87,0.71,2.344,-1.562,7
2632,93,35.29,11.27,97,17,0.12,16.47,69,0.205,1.562,12.5,7
2555,90,33.73,8.95,97,17,0.12,13.73,54,0.205,2.344,14.06,7
2490,88,28.24,4.85,97,17,0.12,7.451,41,0.205,-2.344,17.97,7
2202,78,24.71,3.18,97,17,0,5.882,26,0,0,28.91,7
1274,45,24.71,3.18,97,18,0,10.2,42,0,-1.562,21.09,7
1731,24,37.65,15.62,97,18,0,34.51,88,0,-4.688,16.41,7
2226,30,27.06,4.32,97,17,0.055,7.451,38,0.7,-4.688,23.44,7
1910,39,23.53,2.59,97,17,0.055,5.882,28,0.7,0,28.12,7
2680,54,40.78,18.44,97,17,0.055,26.27,87,0.7,3.906,3.125,7
2161,61,39.22,14.72,96,17,0.235,27.45,86,0.74,4.688,3.125,7
2482,70,38.43,15.38,96,17,0.235,24.31,79,0.74,0.7812,6.25,7
2143,73,40.39,23.38,96,17,0.235,46.67,88,0.74,-3.125,17.19,7
2218,78,36.08,11.48,96,17,0.65,20.78,73,0.675,-0.7812,10.94,7
2278,80,35.69,11.24,96,17,0.65,19.61,72,0.675,1.562,11.72,7
2321,82,35.69,10.72,96,17,0.65,18.43,72,0.675,-1.562,11.72,7
2354,83,35.69,10.86,98,17,0.715,18.43,71,0.7,-1.562,11.72,7
2376,84,33.73,8.77,98,17,0.715,14.51,63,0.7,1.562,12.5,7
2262,80,29.8,5.62,98,17,0.715,9.804,44,0.7,-2.344,21.88,7
2115,75,24.31,2.97,98,17,0,5.49,26,0,0,28.91,7
1707,61,22.75,2.48,98,17,0,5.882,28,0,0,28.91,7
1004,12,21.96,2.16,98,17,0,7.843,49,0,-4.688,17.19,7
845.2,11,34.9,7.49,96,17,0.845,21.96,93,0.15,-1.562,21.88,7
2353,32,36.08,11.97,96,17,0.845,20,72,0.15,0,11.72,7
2274,46,42.75,19.37,96,17,0.845,33.73,92,0.15,-2.344,4.688,7
2097,59,45.49,19.3,96,17,0.745,37.25,96,0.805,-7.812,3.906,7
2562,73,35.69,10.86,96,17,0.745,15.69,69,0.805,9.375,4.688,7
2398,68,25.1,3.33,96,17,0.745,5.49,25,0.805,0,28.91,7
1779,50,23.14,2.46,97,18,0,5.882,27,0,0,28.91,7
1044,19,21.96,2.2,97,17,0,7.843,47,0,1.562,15.62,7
827,4,19.61,1.49,97,18,0,6.275,49,0,11.72,16.41,7
701,0,19.61,1.4,97,18,0.04,6.275,53,0.03,10.94,29.69,7
828.2,5,24.31,2.53,97,18,0.04,10.59,68,0.03,23.44,31.25,7
1887,25,41.57,12.79,97,18,0.04,27.84,95,0.03,-13.28,6.25,7
2030,41,46.27,18.22,98,18,0.76,35.29,96,0.85,-10.94,4.688,7
1848,54,25.88,3.24,98,18,0.76,8.627,29,0.85,0,27.34,7
1714,48,22.35,2.34,98,18,0.76,5.49,27,0.85,0,28.91,7
1500,42,21.57,2.11,98,18,0.035,5.882,29,0.03,12.5,19.53,7
830.8,1,19.61,1.45,98,18,0.035,5.882,48,0.03,10.16,31.25,7
675.8,0,18.04,1.15,98,19,0.035,5.098,45,0.03,8.594,29.69,7
687,0,18.82,1.21,98,18,0.03,5.49,50,0.025,14.84,29.69,7
699.5,0,19.22,1.31,98,18,0.03,5.882,50,0.025,21.88,29.69,7
713,0,18.43,1.19,98,18,0.03,5.098,48,0.025,27.34,29.69,7
1756,12,34.12,8.21,98,18,0.905,19.22,74,0.795,25,17.19,7
1888,26,32.94,7.66,98,18,0.905,16.08,69,0.795,-8.594,11.72,7
1926,39,57.65,20.63,98,18,0.905,43.92,100,0.795,-9.375,6.25,7
2471,50,38.04,14.52,98,18,0.08,23.14,79,0.685,1.562,5.469,7
1876,53,24.71,3.14,98,18,0.08,6.667,46,0.685,-5.469,13.28,7
1717,49,21.96,2.22,98,18,0.08,5.49,28,0.685,0,28.12,7
1391,36,23.53,2.8,98,19,0.875,8.235,35,0.08,-1.562,22.66,7
874,7,21.18,2.01,98,19,0.875,8.235,50,0.08,-0.7812,21.09,7
537.2,0,24.71,2.92,98,19,0.875,14.12,69,0.08,4.688,29.69,7
783,4,19.22,1.4,99,19,0.075,5.882,44,0.145,1.562,32.81,7
949,6,24.71,3.11,99,19,0.075,12.16,53,0.145,15.62,22.66,7
1382,18,47.45,12.26,99,18,0.075,38.82,99,0.145,-2.344,17.19,7
1914,26,37.65,10.85,99,19,0.58,22.75,86,0.815,-14.06,10.94,7
2063,28,23.53,2.59,99,19,0.58,5.098,25,0.815,0,28.12,7
2160,29,33.73,9.08,99,19,0.58,16.86,56,0.815,-2.344,16.41,7
1897,38,35.69,10.01,98,18,0.87,21.96,78,0.085,-3.125,12.5,7
1951,39,37.25,11.85,98,19,0.87,24.71,85,0.085,-9.375,11.72,7
2806,57,26.67,4,98,18,0.87,5.098,26,0.085,0.7812,25.78,7
1466,40,24.71,3.15,98,19,0.885,8.627,37,0.08,-2.344,21.09,7
1001,38,21.96,2.26,98,19,0.885,8.627,46,0.08,7.812,21.09,7
2460,49,38.43,18.07,98,18,0.885,29.02,71,0.08,-3.906,15.62,7
2220,63,58.43,23.84,98,18,0.685,43.53,99,0.755,-3.125,-2.344,7
2581,73,25.49,3.38,98,18,0.685,5.098,24,0.755,29.69,20.31,7
1917,76,22.35,2.34,98,18,0.685,5.098,25,0.755,0,26.56,7
2233,79,30.59,6.2,98,18,0.54,10.98,43,0.7,3.906,20.31,7
2208,78,36.08,12.16,98,18,0.54,22.35,72,0.7,-10.16,13.28,7
2384,84,40.39,17.07,98,18,0.54,28.24,87,0.7,0.7812,1.562,7
2606,92,42.35,20.69,97,18,0.135,30.98,90,0.675,0.7812,2.344,7
2771,98,40.78,17.65,97,18,0.135,24.31,87,0.675,6.25,2.344,7
2872,101,40.78,17.17,97,18,0.135,22.75,90,0.675,3.906,4.688,7
2940,104,40.78,17.27,97,18,0.675,22.35,90,0.625,-1.562,5.469,7
2983,105,40.39,16.63,97,18,0.675,21.18,89,0.625,2.344,5.469,7
3012,106,40,16.34,97,18,0.675,20.78,89,0.625,0,5.469,7
3055,108,40,16.48,95,18,0.64,20.39,87,0.145,2.344,5.469,7
3058,108,36.08,11.37,95,18,0.64,14.12,73,0.145,0.7812,6.25,7
3003,106,36.47,12.19,95,18,0.64,15.29,73,0.145,2.344,10.16,7
2968,105,38.82,14.96,95,18,0.08,18.82,84,0.225,1.562,5.469,7
2981,105,42.75,18.87,95,18,0.08,23.92,93,0.225,-6.25,4.688,7
3015,106,40,16.95,95,18,0.08,21.18,88,0.225,0,2.344,7
3045,107,40.39,17.06,93,18,0.715,21.57,89,0.165,-3.906,1.562,7
2920,103,32.55,7.7,93,18,0.715,9.804,49,0.165,6.25,10.16,7
2871,101,37.65,13.74,93,18,0.715,18.04,78,0.165,4.688,3.125,7
2872,101,41.18,17.18,93,18,0.725,22.75,89,0.29,0,5.469,7
2938,104,45.88,20.4,93,18,0.725,26.27,96,0.29,-9.375,5.469,7
2966,105,38.04,14.33,93,18,0.725,18.43,83,0.29,0,5.469,7
2920,103,32.94,8.28,93,18,0.655,10.59,52,0.12,7.812,10.16,7
2868,101,38.04,14.04,93,18,0.655,18.82,82,0.12,4.688,7.031,7
2872,101,36.86,12.62,93,18,0.655,16.86,77,0.12,3.125,10.16,7
2862,101,35.69,11.45,93,18,0.115,15.29,71,0.25,3.125,10.16,7
2747,98,26.27,3.87,93,18,0.115,5.098,24,0.25,-3.125,19.53,7
2712,96,34.51,9.77,93,18,0.115,14.12,61,0.25,-0.7812,9.375,7
2467,87,25.88,3.59,93,18,0,5.49,25,0,0,28.91,7
2242,79,30.98,6.57,93,18,0,11.76,47,0,2.344,11.72,7
2283,81,35.69,10.74,93,18,0,18.82,73,0,2.344,10.94,7
2212,78,24.71,3.21,93,18,0,5.49,26,0,0,28.91,7
2082,73,26.27,3.84,93,18,0,7.451,28,0,6.25,25.78,7
2247,79,41.18,17.28,93,18,0,30.59,90,0,-5.469,7.031,7
2425,85,38.04,14.94,93,18,0.72,24.71,78,0.71,0,5.469,7
2336,82,25.1,3.32,93,18,0.72,5.49,25,0.71,3.906,21.09,7
1860,63,32.55,7.56,93,18,0.72,18.04,45,0.71,29.69,27.34,7
1989,70,35.69,10,93,18,0.095,20.78,79,0.75,0.7812,8.594,7
1910,67,35.29,10.26,93,18,0.095,22.35,70,0.75,-7.031,14.06,7
1935,69,22.75,2.38,93,18,0.095,5.098,27,0.75,0,27.34,7
1135,47,23.53,2.78,95,18,0.085,9.412,44,0.12,-2.344,21.88,7
988.8,43,21.96,2.21,95,19,0.085,8.235,46,0.12,11.72,22.66,7
1085,12,21.96,2.25,95,19,0.085,7.843,42,0.12,18.75,28.12,7
1439,1,21.18,1.94,95,18,0.045,5.49,32,0.115,16.41,32.03,7
697.8,0,20.39,1.71,95,19,0.045,7.843,46,0.115,-1.562,32.81,7
1383,3,29.41,5.08,95,18,0.045,14.51,63,0.115,-14.06,25.78,7
653.8,0,31.37,5.88,97,19,0.04,27.06,73,0.16,7.031,27.34,7
1736,22,37.65,16.43,97,18,0.04,38.04,75,0.16,29.69,20.31,7
